NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,NAME_INCOME_TYPE,NAME_FAMILY_STATUS,DAYS_BIRTH,Label
Cash loans,M,N,0,157500.0,1288350.0,37669.5,Working,Married,-19864,Valid
Cash loans,M,N,0,292500.0,1078200.0,38331.0,Working,Married,-12082,Valid
abcd,F,Y,1,126000.0,900000.0,35824.5,Working,Married,-9158,Invalid
abcd,F,N,0,202500.0,521280.0,27423.0,Working,Married,-12613,Invalid
Cash loans,F,Y,0,76500.0,778968.0,25258.5,Working,Married,-9449,Valid
Cash loans,F,Y,0,157500.0,5305161.0,46701.0,Pensioner,Married,-22823,Invalid
Revolving loans,M,Y,1,225000.0,270000.0,13500.0,Working,Single / not married,-13264,Valid
Cash loans,F,N,0,85500.0,566055.0,15061.5,Pensioner,Married,-6307,Invalid
Cash loans,F,Y,1,135000.0,1080000.0,31707.0,Working,Married,-12207,Valid
Cash loans,M,N,1,135000.0,1120275.0,53892.0,Working,Married,-11141,Valid
Cash loans,F,N,2,180000.0,604683.0,19782.0,Pensioner,Married,-4387,Invalid
Revolving loans,F,N,0,450000.0,1237500.0,61875.0,Pensioner,Single / not married,-22717,Valid
abcd,F,N,1,112500.0,270000.0,13500.0,Commercial associate,Married,-12368,Invalid
Cash loans,X,N,1,121500.0,948816.0,27742.5,State servant,Married,-16642,Invalid
Cash loans,F,Y,0,74106339.0,536917.5,19413.0,Pensioner,Widow,-22549,Invalid
Cash loans,M,Y,0,157500.0,675000.0,49117.5,Commercial associate,Single / not married,-8349,Valid
Revolving loans,M,N,1,135000.0,180000.0,9000.0,Pensioner,Married,-6357,Invalid
Cash loans,M,N,0,37350.0,163512.0,10449.0,Maternity leave,Married,-13485,Invalid
Cash loans,M,Y,0,90000.0,1161360.0,41845.5,Working,Married,-16940,Valid
Cash loans,X,Y,0,378000.0,547344.0,28075.5,Working,Married,-17936,Invalid
Cash loans,M,Y,1,135000.0,331920.0,18135.0,Working,Civil marriage,-13736,Valid
Cash loans,F,Y,0,99000.0,206271.0,20223.0,Pensioner,Separated,-4186,Invalid
Cash loans,X,N,0,245182.5,1129500.0,73030.5,Working,Married,-22491,Invalid
Revolving loans,F,Y,2,724.0,270000.0,13500.0,Pensioner,Married,-13767,Invalid
Cash loans,F,Y,0,202500.0,5323387.0,27324.0,Working,Married,-12981,Invalid
Cash loans,M,Y,0,135000.0,781695.0,30420.0,Commercial associate,Married,-13467,Valid
Cash loans,F,Y,0,423.0,99000.0,9774.0,Commercial associate,Separated,-21507,Invalid
Cash loans,M,N,0,157500.0,675000.0,19867.5,Working,Married,-13505,Valid
Cash loans,F,Y,2,180000.0,1515415.5,41800.5,Commercial associate,Married,-13914,Valid
Cash loans,X,Y,0,72000.0,808650.0,26217.0,Pensioner,Married,-22910,Invalid
Cash loans,M,Y,3,180000.0,927252.0,24588.0,Working,Married,-12684,Valid
Cash loans,M,N,3,81903994.0,2048580.0,56335.5,Working,Married,-13311,Invalid
Cash loans,M,Y,0,112500.0,90000.0,7240.5,Working,Single / not married,-10286,Valid
Cash loans,F,N,0,135000.0,1006920.0,39933.0,Working,Civil marriage,-17696,Valid
abcd,M,Y,2,76500.0,225000.0,22383.0,Working,Married,-11506,Invalid
Cash loans,F,Y,1,225000.0,787131.0,30631.5,Pensioner,Married,-6048,Invalid
Cash loans,F,N,0,157500.0,916470.0,26797.5,Pensioner,Married,-4398,Invalid
Cash loans,M,N,0,270000.0,900000.0,35824.5,Pensioner,Single / not married,-5417,Invalid
Cash loans,X,N,2,180000.0,1350000.0,53541.0,Working,Married,-11310,Invalid
Revolving loans,X,Y,0,202500.0,585000.0,29250.0,Commercial associate,Married,-16109,Invalid
Cash loans,F,N,0,76500.0,808650.0,23305.5,Working,Married,-21475,Valid
Cash loans,F,Y,0,360000.0,582768.0,39073.5,Pensioner,Single / not married,-4319,Invalid
Cash loans,M,Y,0,112500.0,359725.5,23139.0,Working,Married,-8787,Valid
Revolving loans,M,Y,1,112500.0,270000.0,13500.0,Maternity leave,Married,-12902,Invalid
Cash loans,M,Y,0,225000.0,943902.0,63463.5,Maternity leave,Married,-13153,Invalid
Cash loans,F,Y,0,76500.0,119925.0,12285.0,Pensioner,Widow,-6415,Invalid
Cash loans,F,Y,0,126000.0,1379376.0,40459.5,State servant,Married,-20671,Valid
Cash loans,X,Y,0,360000.0,1125000.0,62950.5,Commercial associate,Married,-14636,Invalid
Cash loans,F,Y,0,112500.0,301500.0,21847.5,Commercial associate,Married,-19987,Valid
Cash loans,M,Y,2,247500.0,592560.0,35937.0,Working,Married,-13285,Valid
Cash loans,F,N,0,144000.0,5275659.0,38920.5,Working,Single / not married,-15970,Invalid
Cash loans,F,Y,0,121500.0,360058.5,35073.0,Pensioner,Separated,-22275,Valid
Cash loans,F,N,0,63000.0,239850.0,23494.5,Pensioner,Married,-4413,Invalid
Cash loans,M,N,0,189000.0,454500.0,20151.0,Pensioner,Married,-20791,Valid
Cash loans,M,Y,0,85500.0,5107250.0,10462.5,Working,Married,-18843,Invalid
Cash loans,M,Y,1,360000.0,2013840.0,83241.0,Commercial associate,Married,-16134,Valid
abcd,F,Y,0,112500.0,398016.0,22221.0,Working,Married,-17505,Invalid
Cash loans,M,N,1,144261.0,835380.0,32818.5,Working,Married,-13205,Valid
Cash loans,F,Y,0,135000.0,24876.0,44617.5,Commercial associate,Married,-16748,Invalid
Revolving loans,M,Y,0,182250.0,450000.0,22500.0,Commercial associate,Separated,-21411,Valid
Cash loans,F,Y,0,112500.0,675000.0,21906.0,Working,Married,-18511,Valid
Cash loans,F,N,1,180000.0,693301.5,25033.5,Working,Married,-13650,Valid
Cash loans,M,Y,2,355500.0,1331019.0,44118.0,Working,Married,-15748,Valid
Cash loans,F,N,0,157500.0,5295610.0,22608.0,Working,Single / not married,-14373,Invalid
Cash loans,M,Y,0,157500.0,1288350.0,37669.5,Pensioner,Married,-22712,Valid
Cash loans,M,N,2,180000.0,628114.5,20542.5,Working,Married,-17838,Valid
Cash loans,X,N,1,247500.0,497448.0,52366.5,State servant,Married,-18840,Invalid
Cash loans,F,Y,0,66325351.0,607050.0,55678.5,Commercial associate,Separated,-19493,Invalid
Cash loans,F,Y,1,247500.0,1762110.0,48586.5,Pensioner,Married,-4205,Invalid
Cash loans,M,N,0,225000.0,1256400.0,33273.0,Pensioner,Married,-5902,Invalid
Cash loans,F,N,0,157500.0,1800000.0,47614.5,Pensioner,Married,-6328,Invalid
abcd,M,N,1,157500.0,360000.0,28570.5,Working,Married,-8417,Invalid
Cash loans,M,N,2,103500.0,315000.0,22401.0,Maternity leave,Married,-13823,Invalid
Cash loans,M,N,0,85500.0,436032.0,21208.5,Maternity leave,Married,-13797,Invalid
Cash loans,M,Y,0,225000.0,855000.0,38767.5,Maternity leave,Married,-12009,Invalid
abcd,M,Y,1,270000.0,312768.0,24840.0,Commercial associate,Married,-11654,Invalid
Cash loans,F,Y,0,90000.0,490495.5,26262.0,Pensioner,Single / not married,-4591,Invalid
abcd,M,N,0,67500.0,450000.0,16965.0,Working,Single / not married,-13517,Invalid
Cash loans,X,N,0,135000.0,450000.0,17739.0,Commercial associate,Married,-10189,Invalid
Cash loans,F,Y,0,94500.0,562491.0,22437.0,Pensioner,Separated,-22867,Valid
Cash loans,M,N,2,148500.0,450000.0,20979.0,Working,Married,-9731,Valid
Cash loans,X,N,0,121500.0,1575000.0,43443.0,Pensioner,Married,-21329,Invalid
Cash loans,M,N,0,112500.0,568800.0,15133.5,Working,Single / not married,-10296,Valid
Cash loans,F,N,0,135000.0,5193055.0,28570.5,State servant,Married,-9551,Invalid
Cash loans,F,Y,0,180000.0,649462.5,25884.0,Pensioner,Married,-21892,Valid
Cash loans,F,Y,0,121500.0,533668.5,25803.0,Working,Widow,-17794,Valid
Cash loans,M,N,0,236250.0,597339.0,43596.0,Commercial associate,Single / not married,-12294,Valid
Revolving loans,M,Y,1,157500.0,765000.0,38250.0,Maternity leave,Civil marriage,-13237,Invalid
Cash loans,M,Y,0,202500.0,472644.0,31716.0,Pensioner,Married,-5495,Invalid
abcd,M,Y,0,202500.0,1350000.0,40932.0,Commercial associate,Married,-19576,Invalid
Cash loans,F,Y,2,90000.0,143910.0,14364.0,Commercial associate,Married,-12889,Valid
Cash loans,M,Y,0,81000.0,675000.0,19867.5,Working,Married,-21022,Valid
Revolving loans,F,Y,1,342000.0,900000.0,45000.0,Working,Married,-15547,Valid
Cash loans,X,Y,0,99000.0,571486.5,25173.0,Pensioner,Married,-20920,Invalid
Cash loans,F,Y,0,180000.0,640080.0,29970.0,Pensioner,Married,-5272,Invalid
Cash loans,F,Y,0,135000.0,1755000.0,48262.5,Working,Married,-11683,Valid
Cash loans,X,N,0,112500.0,194076.0,13932.0,Pensioner,Single / not married,-18448,Invalid
Cash loans,M,Y,1,279000.0,1714833.0,53973.0,Maternity leave,Married,-12853,Invalid
Cash loans,M,Y,0,180000.0,778446.0,54306.0,Maternity leave,Married,-11159,Invalid
Cash loans,X,N,0,337500.0,808650.0,26086.5,Working,Civil marriage,-22178,Invalid
Cash loans,F,N,1,90000.0,284400.0,18643.5,Pensioner,Married,-5075,Invalid
Cash loans,F,N,0,103500.0,511920.0,19426.5,Pensioner,Married,-5014,Invalid
Cash loans,X,Y,0,216000.0,288792.0,14175.0,Working,Married,-20063,Invalid
Cash loans,F,Y,1,67500.0,67500.0,6673.5,Pensioner,Married,-17505,Valid
Cash loans,M,Y,2,112500.0,187704.0,14958.0,Working,Married,-10213,Valid
Cash loans,M,Y,0,270000.0,1256400.0,44514.0,Maternity leave,Separated,-12024,Invalid
abcd,F,Y,0,135000.0,1113133.5,32674.5,Pensioner,Married,-22295,Invalid
Cash loans,F,Y,1,4482.0,1223010.0,48501.0,Working,Civil marriage,-13173,Invalid
Cash loans,M,Y,0,157500.0,343800.0,16852.5,Maternity leave,Single / not married,-11296,Invalid
Cash loans,X,Y,0,81000.0,497520.0,33376.5,Pensioner,Married,-20710,Invalid
Cash loans,M,Y,0,80753930.0,584014.5,25852.5,Pensioner,Married,-22252,Invalid
Revolving loans,M,Y,0,139500.0,292500.0,14625.0,Maternity leave,Widow,-13552,Invalid
Cash loans,F,Y,0,157500.0,509922.0,31324.5,Pensioner,Widow,-19977,Valid
Cash loans,M,Y,0,144000.0,630000.0,30438.0,Working,Civil marriage,-16135,Valid
Cash loans,M,Y,0,225000.0,900000.0,40801.5,Pensioner,Single / not married,-4677,Invalid
Cash loans,M,Y,2,675000.0,1546020.0,45333.0,Commercial associate,Married,-20964,Valid
Cash loans,X,Y,0,94500.0,675000.0,22306.5,Pensioner,Married,-22462,Invalid
Cash loans,F,N,2,292500.0,1237684.5,49216.5,Pensioner,Married,-5136,Invalid
Cash loans,F,N,0,112500.0,206280.0,10161.0,Working,Married,-16715,Valid
Cash loans,F,Y,1,292500.0,130320.0,14161.5,Commercial associate,Married,-10436,Valid
Cash loans,M,N,1,70695038.0,2695500.0,71235.0,Commercial associate,Single / not married,-13304,Invalid
Cash loans,M,N,0,112500.0,184500.0,12969.0,Maternity leave,Widow,-13453,Invalid
Cash loans,M,Y,0,90000.0,675000.0,21906.0,Working,Widow,-18793,Valid
Cash loans,M,Y,0,315000.0,254700.0,30357.0,Working,Married,-14819,Valid
Cash loans,F,Y,0,67500.0,327024.0,21982.5,Working,Married,-12769,Valid
Cash loans,F,Y,0,135000.0,24939.0,22104.0,Pensioner,Married,-21558,Invalid
Cash loans,M,N,0,121500.0,157500.0,9040.5,Maternity leave,Civil marriage,-13565,Invalid
Cash loans,M,Y,2,81000.0,619254.0,26365.5,Maternity leave,Married,-12502,Invalid
Cash loans,M,Y,0,67500.0,667237.5,24097.5,Maternity leave,Single / not married,-11838,Invalid
Cash loans,F,N,0,90000.0,225000.0,16002.0,Working,Married,-16464,Valid
Cash loans,M,N,0,360000.0,900000.0,29034.0,Maternity leave,Married,-12039,Invalid
Cash loans,F,Y,0,247500.0,2215224.0,58567.5,State servant,Married,-19937,Valid
Cash loans,F,N,0,112500.0,808650.0,26086.5,Working,Married,-15073,Valid
Cash loans,M,Y,0,64561364.0,459000.0,14935.5,Working,Single / not married,-21458,Invalid
Cash loans,M,N,0,315000.0,512446.5,28741.5,Maternity leave,Civil marriage,-11289,Invalid
Revolving loans,M,Y,0,270000.0,270000.0,13500.0,Maternity leave,Single / not married,-12769,Invalid
Cash loans,F,N,0,360000.0,450000.0,21888.0,Working,Single / not married,-10106,Valid
Cash loans,F,Y,0,135000.0,21150.0,30078.0,State servant,Widow,-22141,Invalid
Cash loans,M,N,0,225000.0,5117825.0,20038.5,Commercial associate,Married,-18870,Invalid
Cash loans,F,Y,0,180000.0,997974.0,42412.5,Commercial associate,Separated,-17288,Valid
Cash loans,F,Y,0,157500.0,276277.5,16825.5,Commercial associate,Married,-9865,Valid
Cash loans,M,Y,0,247500.0,2013840.0,53253.0,Working,Married,-20122,Valid
abcd,F,Y,0,337500.0,1129500.0,33156.0,State servant,Married,-10557,Invalid
Cash loans,M,N,0,65605866.0,418500.0,27247.5,Working,Married,-15385,Invalid
Cash loans,M,N,0,315000.0,675000.0,49248.0,Pensioner,Married,-4613,Invalid
Cash loans,M,Y,2,171000.0,105534.0,10278.0,Maternity leave,Married,-13124,Invalid
Revolving loans,M,N,1,121500.0,180000.0,9000.0,Maternity leave,Married,-13706,Invalid
Cash loans,X,N,1,135000.0,675000.0,24376.5,Working,Married,-16732,Invalid
Cash loans,F,N,1,112500.0,294322.5,17023.5,Pensioner,Married,-5233,Invalid
Revolving loans,F,Y,2,135000.0,405000.0,20250.0,Commercial associate,Married,-11245,Valid
Cash loans,F,N,0,135000.0,808650.0,26217.0,Pensioner,Civil marriage,-4188,Invalid
Cash loans,F,N,1,405000.0,409500.0,10930.5,Working,Married,-13400,Valid
Cash loans,M,N,1,180000.0,755190.0,28116.0,Pensioner,Single / not married,-5866,Invalid
abcd,M,N,1,315000.0,127350.0,13176.0,Commercial associate,Married,-16874,Invalid
Cash loans,F,Y,0,135000.0,526491.0,32337.0,Working,Married,-11331,Valid
Cash loans,X,Y,0,202500.0,640080.0,24259.5,Working,Married,-15518,Invalid
Cash loans,M,Y,0,61002833.0,536917.5,19413.0,Commercial associate,Married,-17191,Invalid
Cash loans,M,Y,1,225000.0,21386.0,32521.5,Working,Married,-11661,Invalid
Cash loans,F,Y,0,112500.0,24678.0,16978.5,Commercial associate,Single / not married,-17390,Invalid
Cash loans,F,N,0,157500.0,452385.0,23553.0,Working,Married,-13841,Valid
Revolving loans,F,Y,0,1234.0,495000.0,24750.0,Working,Married,-15590,Invalid
Cash loans,F,Y,0,157500.0,851778.0,25033.5,Commercial associate,Married,-19340,Valid
Cash loans,F,Y,0,180000.0,5205105.0,54436.5,Pensioner,Married,-20304,Invalid
Cash loans,M,Y,3,216000.0,675000.0,21775.5,Working,Married,-13973,Valid
Cash loans,F,Y,0,225000.0,584014.5,28224.0,State servant,Widow,-16804,Valid
Revolving loans,M,Y,2,180000.0,270000.0,13500.0,Working,Married,-9336,Valid
Revolving loans,F,Y,0,90000.0,247500.0,12375.0,Pensioner,Widow,-22394,Valid
Revolving loans,X,Y,0,90000.0,247500.0,12375.0,Pensioner,Married,-22933,Invalid
Cash loans,F,N,0,270000.0,1102171.5,43839.0,Working,Married,-22287,Valid
Cash loans,F,N,0,270000.0,1310931.0,43456.5,Commercial associate,Married,-18749,Valid
Cash loans,F,N,0,202500.0,1046142.0,30717.0,Working,Married,-14271,Valid
Cash loans,F,Y,0,112500.0,117162.0,14031.0,Working,Married,-11681,Valid
Cash loans,F,Y,0,202500.0,394303.5,31743.0,Commercial associate,Single / not married,-12871,Valid
Cash loans,F,Y,0,99000.0,1006920.0,40063.5,Working,Married,-16899,Valid
Cash loans,M,N,2,74250.0,5320962.0,9612.0,Working,Single / not married,-13964,Invalid
Cash loans,M,N,2,82387354.0,288873.0,22950.0,Working,Separated,-11709,Invalid
Cash loans,M,N,0,75886993.0,597024.0,47169.0,Commercial associate,Married,-9578,Invalid
Cash loans,F,Y,2,99000.0,668304.0,32278.5,State servant,Married,-10517,Valid
Cash loans,F,N,0,112500.0,545040.0,25407.0,State servant,Widow,-12167,Valid
Cash loans,M,N,0,135000.0,640080.0,20227.5,Commercial associate,Single / not married,-7784,Valid
Cash loans,F,Y,0,216000.0,553806.0,37287.0,State servant,Single / not married,-23200,Valid
Cash loans,M,Y,1,225000.0,1293502.5,35698.5,Commercial associate,Married,-15617,Valid
Cash loans,F,Y,0,72000.0,598486.5,21627.0,Pensioner,Civil marriage,-20888,Valid
Cash loans,M,Y,1,180000.0,1040985.0,30568.5,Maternity leave,Married,-11253,Invalid
Cash loans,F,Y,0,180000.0,785398.5,31275.0,Commercial associate,Separated,-18840,Valid
Revolving loans,F,Y,2,54000.0,180000.0,9000.0,Pensioner,Married,-5971,Invalid
Cash loans,F,Y,0,112500.0,338314.5,26860.5,Commercial associate,Single / not married,-18227,Valid
Cash loans,M,N,1,135000.0,5233307.0,26041.5,Working,Civil marriage,-12575,Invalid
abcd,F,Y,0,95850.0,640080.0,31261.5,Working,Single / not married,-8698,Invalid
Cash loans,M,Y,1,247500.0,1237500.0,83034.0,Commercial associate,Separated,-14111,Valid
Cash loans,X,Y,0,157500.0,302206.5,15561.0,Commercial associate,Civil marriage,-12102,Invalid
Cash loans,F,Y,2,189000.0,284400.0,10849.5,Pensioner,Single / not married,-6287,Invalid
Cash loans,X,N,1,180000.0,284400.0,18643.5,Working,Married,-12534,Invalid
Cash loans,F,N,2,270000.0,738171.0,73885.5,Commercial associate,Married,-13151,Valid
Cash loans,F,Y,1,247500.0,675000.0,29862.0,Pensioner,Single / not married,-5514,Invalid
Cash loans,M,N,0,315000.0,1724688.0,59949.0,State servant,Married,-14652,Valid
Cash loans,F,Y,0,202500.0,665892.0,21609.0,Commercial associate,Married,-15525,Valid
Cash loans,M,Y,1,180000.0,545040.0,39627.0,Commercial associate,Married,-18417,Valid
Cash loans,X,Y,0,225000.0,187929.0,13495.5,State servant,Single / not married,-14791,Invalid
Revolving loans,F,N,0,112500.0,360000.0,18000.0,Pensioner,Married,-4355,Invalid
Cash loans,F,Y,0,135000.0,24874.0,22446.0,Working,Widow,-19028,Invalid
Cash loans,M,N,0,90000.0,310671.0,14611.5,Pensioner,Married,-5125,Invalid
Cash loans,F,Y,0,225000.0,1046142.0,30586.5,Commercial associate,Married,-20488,Valid
Cash loans,F,N,0,166500.0,225000.0,10620.0,State servant,Married,-10205,Valid
Cash loans,F,Y,1,135000.0,450000.0,22018.5,Commercial associate,Civil marriage,-12874,Valid
Cash loans,F,Y,0,103500.0,796500.0,31716.0,Working,Widow,-19508,Valid
Cash loans,F,Y,0,2083.0,961146.0,28233.0,Working,Married,-11366,Invalid
Cash loans,M,Y,2,112500.0,405000.0,37606.5,Maternity leave,Married,-13828,Invalid
Cash loans,F,N,0,112500.0,5162328.0,24318.0,Working,Married,-10400,Invalid
Cash loans,M,Y,2,211500.0,23752.0,30865.5,State servant,Married,-11684,Invalid
Cash loans,X,N,0,108000.0,1024290.0,36418.5,Commercial associate,Single / not married,-18416,Invalid
Revolving loans,M,Y,0,67500.0,180000.0,9000.0,Working,Separated,-18111,Valid
Cash loans,F,Y,2,360000.0,685386.0,54279.0,Pensioner,Civil marriage,-4650,Invalid
Cash loans,M,Y,0,135000.0,191880.0,20146.5,Pensioner,Married,-5664,Invalid
Cash loans,M,N,0,157500.0,315000.0,16105.5,Maternity leave,Married,-12429,Invalid
abcd,M,N,1,135000.0,675000.0,21906.0,Working,Civil marriage,-13897,Invalid
Cash loans,F,N,1,135000.0,199152.0,10930.5,Commercial associate,Married,-14484,Valid
Cash loans,F,Y,2,180000.0,835605.0,24430.5,Working,Separated,-12622,Valid
Cash loans,F,Y,3,121500.0,1305000.0,38286.0,Working,Married,-10101,Valid
Cash loans,F,Y,1,135000.0,90000.0,10678.5,Pensioner,Married,-4442,Invalid
Cash loans,M,Y,0,112500.0,698517.0,50958.0,Pensioner,Married,-21411,Valid
Cash loans,M,Y,2,202500.0,1800000.0,49630.5,Maternity leave,Married,-11505,Invalid
Cash loans,M,Y,0,60827823.0,402214.5,31905.0,Commercial associate,Married,-15570,Invalid
Cash loans,M,Y,3,450000.0,1078200.0,38331.0,Pensioner,Married,-4960,Invalid
Cash loans,F,N,0,157500.0,409500.0,15435.0,Pensioner,Married,-20657,Valid
Cash loans,M,N,0,202500.0,675000.0,26154.0,Maternity leave,Civil marriage,-13846,Invalid
Cash loans,F,Y,0,80842824.0,469147.5,24084.0,Working,Married,-18127,Invalid
Cash loans,M,Y,0,135000.0,728460.0,38938.5,Maternity leave,Single / not married,-14324,Invalid
Cash loans,M,Y,0,202500.0,785398.5,37782.0,Maternity leave,Single / not married,-12148,Invalid
Cash loans,X,Y,0,157500.0,1506816.0,49927.5,Pensioner,Married,-22825,Invalid
Cash loans,M,N,1,270000.0,1515415.5,41800.5,Working,Civil marriage,-11981,Valid
Cash loans,M,Y,0,1629.0,900000.0,69651.0,Working,Married,-10217,Invalid
Cash loans,M,N,0,180000.0,1061599.5,29322.0,Working,Civil marriage,-18928,Valid
Cash loans,F,N,0,135000.0,143910.0,14017.5,State servant,Married,-19515,Valid
Cash loans,M,Y,0,117000.0,835605.0,27085.5,Working,Married,-21849,Valid
abcd,F,Y,0,211500.0,1661418.0,43825.5,Commercial associate,Married,-14610,Invalid
Revolving loans,F,N,2,135000.0,270000.0,13500.0,Working,Married,-14768,Valid
Cash loans,M,Y,0,301500.0,1035832.5,33543.0,Working,Single / not married,-10310,Valid
Revolving loans,F,Y,0,225000.0,630000.0,31500.0,Pensioner,Married,-6247,Invalid
Cash loans,F,Y,0,81000.0,381528.0,30141.0,Working,Single / not married,-8327,Valid
Cash loans,F,Y,1,135000.0,900000.0,50256.0,Working,Married,-14683,Valid
Cash loans,F,Y,0,292500.0,1110019.5,40000.5,Commercial associate,Married,-20965,Valid
Revolving loans,F,N,0,67500.0,202500.0,10125.0,Working,Married,-9727,Valid
Cash loans,M,Y,1,135000.0,20051.0,34483.5,Commercial associate,Married,-11262,Invalid
Cash loans,X,Y,0,112500.0,808650.0,23305.5,Pensioner,Widow,-23649,Invalid
Cash loans,M,Y,1,135000.0,518562.0,25078.5,Commercial associate,Single / not married,-13046,Valid
Cash loans,M,N,0,87750.0,1483650.0,61227.0,Pensioner,Married,-20628,Valid
Cash loans,M,Y,0,81000.0,239850.0,23719.5,Pensioner,Married,-24196,Valid
Cash loans,F,Y,0,270000.0,945000.0,42286.5,Pensioner,Separated,-23729,Valid
Cash loans,F,Y,0,225000.0,808650.0,23773.5,Pensioner,Separated,-21427,Valid
Revolving loans,F,Y,1,112500.0,270000.0,13500.0,Working,Married,-9045,Valid
Cash loans,F,Y,0,135000.0,808650.0,26217.0,Working,Civil marriage,-14814,Valid
Revolving loans,F,Y,1,3739.0,135000.0,6750.0,Working,Single / not married,-17432,Invalid
abcd,F,Y,0,202500.0,299772.0,17338.5,Commercial associate,Single / not married,-20188,Invalid
Cash loans,M,N,1,202500.0,225000.0,16002.0,Commercial associate,Married,-13040,Valid
Cash loans,F,Y,1,135000.0,254700.0,28867.5,Working,Married,-8870,Valid
Cash loans,F,Y,0,270000.0,5103225.0,48586.5,Commercial associate,Married,-23554,Invalid
Cash loans,M,Y,0,585000.0,1885536.0,103324.5,Commercial associate,Married,-20098,Valid
abcd,M,Y,0,292500.0,647046.0,20871.0,Pensioner,Single / not married,-23153,Invalid
Cash loans,M,Y,2,135000.0,450000.0,21109.5,Working,Civil marriage,-15830,Valid
Cash loans,F,Y,1,153000.0,239850.0,25960.5,Pensioner,Civil marriage,-4842,Invalid
Cash loans,M,Y,0,180000.0,585000.0,24786.0,Maternity leave,Separated,-11832,Invalid
Cash loans,F,Y,0,202500.0,25906.0,28728.0,State servant,Single / not married,-18105,Invalid
Cash loans,X,Y,0,31500.0,113760.0,6480.0,Pensioner,Single / not married,-24340,Invalid
Cash loans,F,Y,2,112500.0,296505.0,23076.0,Pensioner,Married,-4256,Invalid
Cash loans,F,N,0,112500.0,1211049.0,35410.5,Working,Married,-20532,Valid
Cash loans,F,N,0,73272959.0,568800.0,20430.0,Pensioner,Married,-22534,Invalid
Cash loans,M,Y,2,1827.0,127350.0,12726.0,Working,Married,-13706,Invalid
Cash loans,F,N,0,157500.0,298512.0,16798.5,State servant,Married,-20078,Valid
Cash loans,F,N,1,103500.0,381528.0,18684.0,Pensioner,Separated,-6286,Invalid
Revolving loans,X,Y,0,112500.0,157500.0,7875.0,Commercial associate,Civil marriage,-7716,Invalid
Cash loans,F,Y,1,180000.0,584766.0,28129.5,Pensioner,Civil marriage,-5722,Invalid
abcd,F,Y,0,292500.0,521280.0,27423.0,Working,Married,-11572,Invalid
Cash loans,F,N,0,315000.0,5310411.0,44622.0,State servant,Separated,-13235,Invalid
Cash loans,M,N,1,202500.0,1089000.0,31972.5,Maternity leave,Married,-12514,Invalid
Cash loans,F,N,2,157500.0,468000.0,19674.0,Working,Civil marriage,-12805,Valid
Cash loans,M,Y,0,202500.0,584014.5,25852.5,Working,Married,-21219,Valid
Cash loans,M,Y,0,112500.0,61128.0,6084.0,Maternity leave,Married,-13500,Invalid
Cash loans,M,Y,0,67500.0,675000.0,26901.0,Maternity leave,Widow,-11604,Invalid
Cash loans,M,N,0,83734651.0,860634.0,25294.5,Working,Single / not married,-21425,Invalid
abcd,F,Y,0,292500.0,1288350.0,37800.0,Working,Civil marriage,-19827,Invalid
Cash loans,X,Y,2,85500.0,835380.0,40320.0,Commercial associate,Married,-11937,Invalid
Cash loans,F,Y,0,135000.0,1822500.0,48204.0,Pensioner,Widow,-22360,Valid
abcd,F,Y,0,112500.0,337500.0,16875.0,Pensioner,Widow,-21722,Invalid
Cash loans,M,Y,0,4201.0,225000.0,17775.0,Working,Civil marriage,-7822,Invalid
Cash loans,M,Y,0,37800.0,180000.0,6786.0,Maternity leave,Single / not married,-11788,Invalid
Cash loans,F,Y,0,83787432.0,545040.0,36553.5,Commercial associate,Married,-20030,Invalid
Cash loans,M,Y,0,157500.0,508495.5,26091.0,Maternity leave,Single / not married,-11655,Invalid
Cash loans,F,Y,1,247500.0,835380.0,35523.0,Working,Married,-16851,Valid
Cash loans,F,N,0,90000.0,568800.0,15133.5,Working,Married,-10290,Valid
Cash loans,F,Y,2,157500.0,398016.0,22221.0,Working,Married,-13534,Valid
Cash loans,M,N,0,270000.0,755190.0,40968.0,Maternity leave,Married,-11894,Invalid
Cash loans,M,N,0,90000.0,112500.0,13482.0,Maternity leave,Single / not married,-11975,Invalid
Revolving loans,F,N,1,121500.0,21292.0,19125.0,Working,Civil marriage,-15840,Invalid
Revolving loans,X,Y,0,112500.0,202500.0,10125.0,Commercial associate,Widow,-20164,Invalid
Revolving loans,F,Y,0,90000.0,495000.0,24750.0,Pensioner,Married,-19630,Valid
Cash loans,F,N,1,78787154.0,301464.0,8419.5,Working,Married,-10445,Invalid
Cash loans,M,Y,2,180000.0,619254.0,29920.5,Maternity leave,Married,-12326,Invalid
Cash loans,F,N,0,810000.0,1188000.0,63423.0,Working,Married,-15651,Valid
Cash loans,F,Y,0,135000.0,5173554.0,7632.0,Pensioner,Widow,-21582,Invalid
abcd,F,Y,1,81000.0,135000.0,15358.5,Working,Married,-13379,Invalid
Revolving loans,F,N,0,4492.0,270000.0,13500.0,Working,Single / not married,-10580,Invalid
Cash loans,F,Y,0,157500.0,945000.0,27760.5,Commercial associate,Civil marriage,-15346,Valid
Revolving loans,F,Y,0,112500.0,180000.0,9000.0,Working,Married,-7920,Valid
Cash loans,M,N,0,225000.0,450000.0,21109.5,Working,Married,-12331,Valid
